"Step","timelm_attention - train/accuracy","timelm_attention - train/accuracy__MIN","timelm_attention - train/accuracy__MAX","roberta-large_attention - train/accuracy","roberta-large_attention - train/accuracy__MIN","roberta-large_attention - train/accuracy__MAX","roberta-base_attention - train/accuracy","roberta-base_attention - train/accuracy__MIN","roberta-base_attention - train/accuracy__MAX","deberta-large_attention - train/accuracy","deberta-large_attention - train/accuracy__MIN","deberta-large_attention - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX","albert-xlarge_attention - train/accuracy","albert-xlarge_attention - train/accuracy__MIN","albert-xlarge_attention - train/accuracy__MAX","albert-large_attention - train/accuracy","albert-large_attention - train/accuracy__MIN","albert-large_attention - train/accuracy__MAX","albert-base_attention - train/accuracy","albert-base_attention - train/accuracy__MIN","albert-base_attention - train/accuracy__MAX"
"107","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"108","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"109","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"110","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"111","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"112","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"113","0.625","0.625","0.625","0.75","0.75","0.75","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"114","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"115","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"116","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"117","0.625","0.625","0.625","0.5","0.5","0.5","0.625","0.625","0.625","0.5","0.5","0.5","0.625","0.625","0.625","0.5","0.5","0.5","0.75","0.75","0.75","0.6875","0.6875","0.6875"
"118","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"119","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625"
"120","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625"
"121","0.75","0.75","0.75","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.625","0.625","0.625","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125"
"122","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625"
"123","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"124","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125"
"125","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"126","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"127","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375"
"128","0.8125","0.8125","0.8125","1","1","1","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375"
"129","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"130","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.75","0.75","0.75"
"131","0.8125","0.8125","0.8125","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","1","1","1","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"132","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"133","1","1","1","1","1","1","1","1","1","0.875","0.875","0.875","1","1","1","1","1","1","0.96875","0.96875","0.96875","1","1","1"
"134","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"135","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.71875","0.71875","0.71875","0.71875","0.71875","0.71875"
"136","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"137","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","1","1","1","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"138","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125"
"139","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"140","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"141","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"142","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"143","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"144","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"145","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"146","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"147","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"148","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375"
"149","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","1","1","1","0.96875","0.96875","0.96875"
"150","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"151","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.71875","0.71875","0.71875"
"152","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"153","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"154","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"155","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"156","0.625","0.625","0.625","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.625","0.625","0.625","0.625","0.625","0.625","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"157","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"158","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"159","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.625","0.625","0.625","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"160","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"161","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125"
"162","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.84375","0.84375","0.84375"
"163","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"164","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375"
"165","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"166","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"167","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375"
"168","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875"
"169","0.75","0.75","0.75","0.625","0.625","0.625","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"170","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"171","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"172","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.625","0.625","0.625","0.625","0.625","0.625","0.75","0.75","0.75","0.84375","0.84375","0.84375"
"173","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"174","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"176","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375"
"177","1","1","1","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"178","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"179","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"180","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"181","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"182","0.75","0.75","0.75","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"183","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875"
"184","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375"
"185","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"186","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"187","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625"
"188","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"189","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625"
"190","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"191","0.625","0.625","0.625","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.6875","0.6875","0.6875","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"192","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"193","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"194","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"195","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"196","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"197","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"198","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125"
"199","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"200","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"201","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.625","0.625","0.625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375"
"202","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"203","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"204","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"205","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"206","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"207","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"208","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"209","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.625","0.625","0.625","0.75","0.75","0.75","0.625","0.625","0.625","0.75","0.75","0.75","0.75","0.75","0.75","0.78125","0.78125","0.78125"
"210","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"211","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"212","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"213","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"214","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"215","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"216","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875"
