"Step","bert_attention_stopword_removed - train/accuracy","bert_attention_stopword_removed - train/accuracy__MIN","bert_attention_stopword_removed - train/accuracy__MAX","bert_attention_hashtag - train/accuracy","bert_attention_hashtag - train/accuracy__MIN","bert_attention_hashtag - train/accuracy__MAX","bert_attention_cleaned_spelling_corrected - train/accuracy","bert_attention_cleaned_spelling_corrected - train/accuracy__MIN","bert_attention_cleaned_spelling_corrected - train/accuracy__MAX","bert_attention_cleaned_lemmatized - train/accuracy","bert_attention_cleaned_lemmatized - train/accuracy__MIN","bert_attention_cleaned_lemmatized - train/accuracy__MAX","bert_attention_cleaned - train/accuracy","bert_attention_cleaned - train/accuracy__MIN","bert_attention_cleaned - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX"
"132","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"133","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","1","1","1"
"134","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"135","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"136","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.75","0.75","0.75","0.9375","0.9375","0.9375"
"137","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"138","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.75","0.75","0.75"
"139","0.75","0.75","0.75","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875"
"140","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","1","1","1"
"141","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"142","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"143","0.5625","0.5625","0.5625","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"144","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.8125","0.8125","0.8125","1","1","1"
"145","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"146","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"147","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","1","1","1"
"148","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"149","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"150","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.75","0.75","0.75","1","1","1"
"151","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"152","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"153","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"154","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"155","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"156","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.625","0.625","0.625"
"157","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"158","","","","","","","","","","","","","","","","0.9375","0.9375","0.9375"
"159","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.625","0.625","0.625"
"160","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.625","0.625","0.625","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"161","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.6875","0.6875","0.6875"
"162","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"163","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"164","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125"
"165","1","1","1","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"166","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.6875","0.6875","0.6875"
"167","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"168","0.625","0.625","0.625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"169","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125","0.65625","0.65625","0.65625","0.75","0.75","0.75"
"170","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.875","0.875","0.875"
"171","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"172","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.625","0.625","0.625"
"173","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.65625","0.65625","0.65625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"174","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"175","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.75","0.75","0.75","","",""
"176","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.6875","0.6875","0.6875"
"177","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"178","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"179","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"180","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"181","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"182","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.6875","0.6875","0.6875"
"183","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"184","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.71875","0.71875","0.71875","0.875","0.875","0.875"
"185","0.625","0.625","0.625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.875","0.875","0.875"
"186","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"187","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.53125","0.53125","0.53125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875"
"188","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"189","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"190","0.875","0.875","0.875","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875"
"191","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875"
"192","0.5","0.5","0.5","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"193","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.71875","0.71875","0.71875","0.875","0.875","0.875"
"194","0.5625","0.5625","0.5625","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"195","0.625","0.625","0.625","0.75","0.75","0.75","0.71875","0.71875","0.71875","1","1","1","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"196","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"197","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"198","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"199","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"200","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"201","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"202","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"203","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"204","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"205","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"206","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"207","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"208","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.875","0.875","0.875"
"209","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.625","0.625","0.625"
"210","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"211","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"212","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"213","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"214","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"215","0.875","0.875","0.875","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"216","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"217","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"218","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.75","0.75","0.75"
"219","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.65625","0.65625","0.65625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"220","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"221","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"222","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"223","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"224","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","1","1","1"
"225","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"226","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"227","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"228","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.625","0.625","0.625"
"229","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"230","0.625","0.625","0.625","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875"
"231","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125"
"232","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"233","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"234","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.875","0.875","0.875"
"235","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"236","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.875","0.875","0.875"
"237","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.5625","0.5625","0.5625"
"238","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.65625","0.65625","0.65625","0.9375","0.9375","0.9375"
"239","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","1","1","1","0.875","0.875","0.875"
"240","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.71875","0.71875","0.71875","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"241","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.9375","0.9375","0.9375"
"242","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","1","1","1","0.875","0.875","0.875"
"243","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"244","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"245","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"246","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"247","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"248","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","1","1","1"
"249","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"250","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.875","0.875","0.875"
"251","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"252","1","1","1","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"253","0.625","0.625","0.625","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875"
"254","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"255","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"256","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"257","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"258","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875"
"259","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"260","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","1","1","1"
"261","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"262","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"263","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"264","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"265","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"266","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.625","0.625","0.625"
"267","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"268","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.6875","0.6875","0.6875"
"269","0.625","0.625","0.625","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
